model,datatype,sort_mode,rmse,mae,mape,acc@10,acc@20,acc@30,hidden,embedding,num_head,num_block,stop_epoch,train_time,test_time,batch,lr,epoch,train_mode,time,is_test
RankPETA,order,pnn_order,15.61806437867777,12.311677932739258,1.1300138235092163,0.4810126582278481,0.8143459915611815,0.9620253164556962,8,64,4,2,46,gcn,tft,64,0.0005,1000,sort,2023-12-06 12:26:58,False
RankPETA,order,pnn_order,12.32046421613149,9.81425666809082,0.9243705868721008,0.5822784810126582,0.9071729957805907,0.9789029535864979,8,64,4,2,38,gatv2,tft,64,0.0005,1000,sort,2023-12-06 19:32:04,False
RankPETA,order,pnn_order,14.228842571955738,11.073593139648438,1.0419573783874512,0.5316455696202531,0.8227848101265823,0.9704641350210971,8,64,4,2,38,gatv2,tft,64,0.0005,1000,sort,2023-12-06 19:37:55,False
RankPETA,order,pnn_order,13.478158306785591,10.589929580688477,0.9181438088417053,0.5485232067510548,0.890295358649789,0.9746835443037974,8,64,4,2,64,gatv2,tft,64,0.0005,1000,sort,2023-12-06 20:17:42,False
RankPETA,order,pnn_order,15.466687244094665,11.944084167480469,1.0690041780471802,0.4936708860759494,0.8312236286919831,0.9578059071729957,8,64,4,2,49,gatv2,tft,64,0.0005,1000,sort,2023-12-06 21:43:37,False
RankPETA,order,pnn_order,15.338665960960036,12.270179748535156,1.1129249334335327,0.4810126582278481,0.8185654008438819,0.9578059071729957,8,64,4,2,69,gatv2,tft,64,0.0005,1000,sort,2023-12-06 22:57:19,False
RankPETA,order,pnn_idx,15.893331681663206,13.164434432983398,1.1501976251602173,0.4092827004219409,0.7805907172995781,0.9620253164556962,8,32,2,2,38,gatv2,tft,64,0.001,1000,sort,2023-12-07 05:57:24,False
RankPETA,order,pnn_idx,15.739080125232114,12.548617362976074,1.149521827697754,0.47257383966244726,0.8143459915611815,0.9451476793248945,8,32,2,2,28,gatv2,tft,64,0.001,1000,sort,2023-12-07 06:57:57,False
RankPETA,order,pnn_idx,16.828086916739636,12.793421745300293,1.1481435298919678,0.48945147679324896,0.7974683544303798,0.9324894514767933,8,32,2,2,36,gatv2,tft,64,0.001,1000,sort,2023-12-07 08:14:45,False
RankPETA,order,pnn_idx,17.589571793783723,14.668516159057617,1.297838807106018,0.35864978902953587,0.7046413502109705,0.9324894514767933,8,32,2,2,22,gatv2,gru,64,0.001,1000,sort,2023-12-07 08:29:21,False
RankPETA,order,pnn_idx,13.584236973073791,10.797492980957031,0.970402181148529,0.5358649789029536,0.8818565400843882,0.9704641350210971,8,32,2,2,24,gatv2,gru,64,0.001,1000,sort,2023-12-07 08:43:45,False
RankPETA,order,pnn_idx,18.36275151796557,14.926155090332031,1.3008103370666504,0.379746835443038,0.70042194092827,0.9282700421940928,8,32,2,2,40,gcn,tft,64,0.001,1000,sort,2023-12-07 10:05:45,False
RankPETA,order,pnn_idx,13.004388508630402,10.426743507385254,0.9873634576797485,0.5569620253164557,0.8818565400843882,0.9789029535864979,8,32,2,2,45,gcn,tft,64,0.001,1000,sort,2023-12-07 11:39:44,False
RankPETA,order,pnn_idx,16.193090703242465,13.011576652526855,1.128791093826294,0.4345991561181435,0.8059071729957806,0.9409282700421941,8,32,2,2,62,gcn,gru,64,0.001,1000,sort,2023-12-07 12:13:09,False
RankPETA,order,pnn_idx,18.257333614547626,15.271984100341797,1.3679929971694946,0.35864978902953587,0.7130801687763713,0.9367088607594937,8,32,2,2,13,gcn,gru,64,0.001,1000,sort,2023-12-07 12:20:54,False
RankPETA,order,pnn_idx,12.474933974219375,9.530935287475586,0.7720397710800171,0.6540084388185654,0.9029535864978903,0.9746835443037974,8,32,2,2,24,gcn,gru,64,0.001,1000,sort,2023-12-16 09:26:11,False
RankPETA,order,pnn_idx,13.19831007341263,10.010358810424805,0.8685160875320435,0.5991561181434599,0.8860759493670886,0.9620253164556962,8,32,2,2,24,gcn,gru,64,0.001,1000,sort,2023-12-16 09:26:39,False
RankPETA,order,pnn_idx,13.247025065866792,10.216498374938965,0.9124001860618591,0.5738396624472574,0.8860759493670886,0.9620253164556962,8,32,2,2,30,gcn,gru,64,0.001,1000,sort,2023-12-16 09:29:16,False
RankPETA,order,pnn_idx,12.081568376398561,9.391809463500977,0.7901566028594971,0.6160337552742616,0.9156118143459916,0.9746835443037974,8,32,2,2,33,gcn,gru,64,0.001,1000,sort,2023-12-16 09:33:39,False
RankPETA,order,pnn_idx,11.733431558486854,9.124711990356445,0.8556819558143616,0.6413502109704642,0.919831223628692,0.9831223628691983,8,32,2,2,92,gcn,gru,64,0.001,1000,sort,2023-12-16 10:04:37,False
RankPETA,order,pnn_idx,14.238758672551349,10.96190357208252,0.9803740978240967,0.5527426160337553,0.8607594936708861,0.9662447257383966,8,32,2,2,33,gcn,tft,64,0.001,1000,sort,2023-12-16 10:22:23,False
RankPETA,order,pnn_idx,11.766084740561336,9.068883895874023,0.7063025236129761,0.6666666666666666,0.9282700421940928,0.9746835443037974,8,32,2,2,37,gcn,tft,64,0.001,1000,sort,2023-12-16 10:35:10,False
RankPETA,order,pnn_idx,12.631774897477666,9.502424240112305,0.7772140502929688,0.6244725738396625,0.9029535864978903,0.9789029535864979,8,32,2,2,42,gcn,tft,64,0.001,1000,sort,2023-12-16 10:38:22,False
RankPETA,order,pnn_idx,15.136824596404118,12.09268856048584,1.0902104377746582,0.47257383966244726,0.8354430379746836,0.9662447257383966,8,32,2,2,29,gcn,tft,64,0.001,1000,sort,2023-12-16 10:51:53,False
RankPETA,order,pnn_idx,13.85842427774219,10.83906078338623,0.9668151140213013,0.5232067510548524,0.8776371308016878,0.9620253164556962,8,32,2,2,25,gatv2,tft,64,0.001,1000,sort,2023-12-16 11:17:42,False
RankPETA,order,pnn_idx,13.553193586623205,10.701898574829102,0.8838579654693604,0.5864978902953587,0.8607594936708861,0.9704641350210971,8,32,2,2,35,gcn,tft,64,0.001,1000,sort,2023-12-16 11:20:28,False
RankPETA,order,pnn_idx,13.087047527547277,9.943134307861328,0.7800841927528381,0.6329113924050633,0.8860759493670886,0.9704641350210971,8,32,2,2,31,gatv2,tft,64,0.001,1000,sort,2023-12-16 11:31:18,False
RankPETA,order,pnn_idx,12.044147662658487,9.386821746826172,0.8048596978187561,0.6413502109704642,0.9282700421940928,0.9789029535864979,8,32,2,2,29,gatv2,gru,64,0.001,1000,sort,2023-12-16 11:44:46,False
RankPETA,order,pnn_idx,11.967441895716217,9.422630310058594,0.7722835540771484,0.6371308016877637,0.9324894514767933,0.9789029535864979,8,32,2,2,18,gatv2,gru,64,0.001,1000,sort,2023-12-16 11:53:18,False
RankPETA,order,pnn_idx,15.983811772212887,12.680746078491211,1.1753087043762207,0.45569620253164556,0.8016877637130801,0.9451476793248945,8,32,2,2,39,gatv2,tft,64,0.001,1000,sort,2023-12-16 11:56:19,False
RankPETA,order,pnn_idx,14.143359110677835,10.888815879821777,0.9723853468894958,0.540084388185654,0.8734177215189873,0.9578059071729957,8,32,2,2,13,gatv2,gru,64,0.001,1000,sort,2023-12-16 11:59:49,False
RankPETA,order,pnn_idx,14.628761264301557,11.396543502807617,0.9931283593177795,0.510548523206751,0.8438818565400844,0.9662447257383966,8,32,2,2,31,gatv2,tft,64,0.001,1000,sort,2023-12-16 12:10:48,False
RankPETA,order,pnn_idx,12.495742683213276,9.491848945617676,0.8190146088600159,0.6329113924050633,0.9071729957805907,0.9746835443037974,8,32,2,2,32,gatv2,gru,64,0.001,1000,sort,2023-12-16 12:11:05,False
RankPETA,order,pnn_idx,13.614613344976167,10.497054100036621,0.8627329468727112,0.569620253164557,0.8776371308016878,0.9662447257383966,8,32,2,2,40,gatv2,tft,64,0.001,1000,sort,2023-12-16 12:28:38,False
RankPETA,order,pnn_idx,11.89164194177108,8.834733009338379,0.6987704038619995,0.6919831223628692,0.9240506329113924,0.9704641350210971,8,32,2,2,66,gatv2,gru,64,0.001,1000,sort,2023-12-16 12:30:21,False
RankPETA,order,pnn_idx,11.78549935281137,9.149301528930664,0.6559969186782837,0.6582278481012658,0.9240506329113924,0.9746835443037974,8,32,2,2,35,gcn,gru,64,0.001,1000,sort,2023-12-18 10:20:56,False
RankPETA,order,pnn_idx,12.876527566009523,9.870582580566406,0.855650007724762,0.5949367088607594,0.8945147679324894,0.9704641350210971,8,32,2,2,48,gcn,gru,64,0.001,1000,sort,2023-12-18 10:26:41,False
RankPETA,order,pnn_idx,11.409402657200797,8.826737403869629,0.6963657736778259,0.6835443037974683,0.9324894514767933,0.9831223628691983,8,32,2,2,66,gcn,gru,64,0.001,1000,sort,2023-12-18 10:34:14,False
RankPETA,order,pnn_idx,12.903528697858013,9.847902297973633,0.833502471446991,0.6244725738396625,0.8818565400843882,0.9620253164556962,8,32,2,2,19,gcn,tft,64,0.001,1000,sort,2023-12-18 10:38:22,False
RankPETA,order,pnn_idx,12.569083998390406,9.98741626739502,0.9281029105186462,0.5822784810126582,0.8818565400843882,0.9704641350210971,8,32,2,2,77,gcn,gru,64,0.001,1000,sort,2023-12-18 10:39:10,False
RankPETA,order,pnn_idx,11.066581705831998,8.691462516784668,0.6084704399108887,0.6582278481012658,0.9324894514767933,0.9873417721518988,8,32,2,2,96,gcn,gru,64,0.001,1000,sort,2023-12-18 10:50:22,False
RankPETA,order,pnn_idx,11.888536949137839,9.287698745727539,0.7773963212966919,0.620253164556962,0.9324894514767933,0.9789029535864979,8,32,2,2,28,gcn,tft,64,0.001,1000,sort,2023-12-18 10:53:23,False
RankPETA,order,pnn_idx,11.878836885279227,9.299047470092773,0.7780407071113586,0.620253164556962,0.9367088607594937,0.9789029535864979,8,32,2,2,19,gcn,tft,64,0.001,1000,sort,2023-12-18 10:53:24,False
RankPETA,order,pnn_idx,12.97137821636665,10.121841430664062,0.8926719427108765,0.5654008438818565,0.8818565400843882,0.9746835443037974,8,32,2,2,34,gcn,tft,64,0.001,1000,sort,2023-12-18 11:04:08,False
RankPETA,order,pnn_idx,11.916715252828364,9.301162719726562,0.7004289031028748,0.620253164556962,0.9240506329113924,0.9746835443037974,8,32,2,2,23,gatv2,gru,64,0.001,1000,sort,2023-12-18 11:04:23,False
RankPETA,order,pnn_idx,13.569171723603782,10.756901741027832,0.950558602809906,0.5358649789029536,0.8481012658227848,0.9704641350210971,8,32,2,2,25,gcn,tft,64,0.001,1000,sort,2023-12-18 11:08:53,False
RankPETA,order,pnn_idx,12.984121749372926,10.500222206115723,0.9630558490753174,0.5738396624472574,0.8860759493670886,0.9746835443037974,8,32,2,2,25,gatv2,gru,64,0.001,1000,sort,2023-12-18 11:16:45,False
RankPETA,order,pnn_idx,11.44418723137291,8.852513313293457,0.6755423545837402,0.6582278481012658,0.9367088607594937,0.9789029535864979,8,32,2,2,25,gatv2,gru,64,0.001,1000,sort,2023-12-18 11:20:53,False
RankPETA,order,pnn_idx,16.26999127125755,13.066364288330078,1.1687819957733154,0.43037974683544306,0.8059071729957806,0.9409282700421941,8,32,2,2,17,gatv2,tft,64,0.001,1000,sort,2023-12-18 11:23:50,False
RankPETA,order,pnn_idx,11.753962721075709,9.275568008422852,0.7704512476921082,0.6286919831223629,0.9240506329113924,0.9789029535864979,8,32,2,2,42,gatv2,gru,64,0.001,1000,sort,2023-12-18 11:23:58,False
RankPETA,order,pnn_idx,14.724688520521145,11.6079740524292,0.9886837005615234,0.48523206751054854,0.8354430379746836,0.9662447257383966,8,32,2,2,34,gatv2,gru,64,0.001,1000,sort,2023-12-18 11:32:57,False
RankPETA,order,pnn_idx,12.120554944921109,9.349584579467773,0.7797957062721252,0.6286919831223629,0.919831223628692,0.9746835443037974,8,32,2,2,32,gatv2,tft,64,0.001,1000,sort,2023-12-18 11:34:17,False
RankPETA,order,pnn_idx,12.182294937183364,9.566657066345215,0.8097891807556152,0.6244725738396625,0.9029535864978903,0.9831223628691983,8,32,2,2,42,gatv2,tft,64,0.001,1000,sort,2023-12-18 11:49:33,False
RankPETA,order,pnn_idx,11.985751912223412,9.171883583068848,0.723804771900177,0.6118143459915611,0.9029535864978903,0.9704641350210971,8,32,2,2,35,gatv2,tft,64,0.001,1000,sort,2023-12-18 11:51:50,False
RankPETA,order,pnn_idx,11.923669282572217,9.40305233001709,0.7412091493606567,0.5907172995780591,0.9282700421940928,0.9746835443037974,8,32,2,2,68,gatv2,tft,64,0.001,1000,sort,2023-12-18 12:28:29,False
RankPETA,order,pnn_idx,12.486384796963915,9.865856170654297,0.8406677842140198,0.569620253164557,0.9113924050632911,0.9831223628691983,8,32,2,2,83,gcn,gru,64,0.001,1000,sort,2023-12-18 15:51:09,False
RankPETA,order,pnn_idx,11.450705987079534,8.918554306030273,0.6542457938194275,0.6371308016877637,0.9282700421940928,0.9831223628691983,8,32,2,2,86,gcn,gru,64,0.001,1000,sort,2023-12-18 15:52:29,False
RankPETA,order,pnn_idx,12.463909691577706,9.95744514465332,0.8642200827598572,0.5822784810126582,0.8987341772151899,0.9746835443037974,8,32,2,2,38,gatv2,tft,64,0.001,1000,sort,2023-12-18 16:14:40,False
RankPETA,order,pnn_idx,11.832317541518243,8.936760902404785,0.6531959176063538,0.6455696202531646,0.9240506329113924,0.9746835443037974,8,32,2,2,21,gcn,gru,64,0.001,1000,sort,2023-12-18 16:31:01,False
RankPETA,order,pnn_idx,10.950194920586032,8.494064331054688,0.6002131700515747,0.6962025316455697,0.9409282700421941,0.9873417721518988,8,32,2,2,96,gcn,gru,64,0.001,1000,sort,2023-12-18 17:04:34,False
RankPETA,order,pnn_idx,13.20729120196699,10.116687774658203,0.8717798590660095,0.5611814345991561,0.8776371308016878,0.9620253164556962,8,32,2,2,30,gcn,tft,64,0.001,1000,sort,2023-12-18 17:16:14,False
RankPETA,order,pnn_idx,12.393598663898912,9.397103309631348,0.7427905797958374,0.6455696202531646,0.9071729957805907,0.9789029535864979,8,32,2,2,48,gcn,tft,64,0.001,1000,sort,2023-12-18 17:46:50,False
RankPETA,order,pnn_idx,12.119944983631322,9.63283634185791,0.7999320030212402,0.5949367088607594,0.8987341772151899,0.9789029535864979,8,32,2,2,50,gcn,tft,64,0.001,1000,sort,2023-12-18 17:48:53,False
RankPETA,order,pnn_idx,11.450625366723973,8.91067123413086,0.6471198201179504,0.6497890295358649,0.9367088607594937,0.9789029535864979,8,32,2,2,78,gcn,gru,64,0.001,1000,sort,2023-12-18 23:57:32,False
RankPETA,order,pnn_idx,13.300700945058603,10.287997245788574,0.9320797920227051,0.5527426160337553,0.890295358649789,0.9662447257383966,8,32,2,2,26,gcn,tft,64,0.001,1000,sort,2023-12-19 00:09:18,False
RankPETA,order,pnn_idx,11.280645042535626,9.019133567810059,0.7614848017692566,0.6413502109704642,0.9367088607594937,0.9789029535864979,8,32,2,2,137,gcn,gru,64,0.001,1000,sort,2023-12-19 00:28:53,False
RankPETA,order,pnn_idx,11.397491687755728,8.809975624084473,0.704145610332489,0.6497890295358649,0.9409282700421941,0.9789029535864979,8,32,2,2,53,gcn,tft,64,0.001,1000,sort,2023-12-19 00:51:10,False
RankPETA,order,pnn_idx,11.55693027274551,8.873992919921875,0.7300820350646973,0.6455696202531646,0.919831223628692,0.9789029535864979,8,32,2,2,24,gcn,gru,64,0.001,1000,sort,2023-12-19 09:31:25,False
RankPETA,order,pnn_idx,11.537033160881244,8.740392684936523,0.7077399492263794,0.6877637130801688,0.9367088607594937,0.9704641350210971,8,32,2,2,25,gcn,gru,64,0.001,1000,sort,2023-12-19 09:32:01,False
RankPETA,order,pnn_idx,11.854558114738108,9.206987380981445,0.7429627180099487,0.6286919831223629,0.9240506329113924,0.9789029535864979,8,32,2,2,29,gcn,gru,64,0.001,1000,sort,2023-12-19 09:33:20,False
RankPETA,order,pnn_idx,13.06238318578151,10.025670051574707,0.844030499458313,0.6033755274261603,0.890295358649789,0.9746835443037974,8,32,2,2,44,gcn,gru,64,0.001,1000,sort,2023-12-19 09:39:21,False
RankPETA,order,pnn_idx,12.071843930964096,9.229179382324219,0.7601269483566284,0.6371308016877637,0.9071729957805907,0.9704641350210971,8,32,2,2,93,gcn,gru,64,0.001,1000,sort,2023-12-19 10:00:41,False
RankPETA,order,pnn_idx,11.87642171279697,9.100969314575195,0.7693358659744263,0.6329113924050633,0.9240506329113924,0.9746835443037974,8,32,2,2,22,gcn,gru,64,0.001,1000,sort,2024-01-09 22:59:43,False
RankPETA,order,pnn_idx,12.937766546922086,10.282127380371094,0.9021883010864258,0.5738396624472574,0.8607594936708861,0.9789029535864979,8,32,2,2,25,gcn,gru,64,0.001,1000,sort,2024-01-09 23:11:35,False
RankPETA,order,pnn_idx,12.274437021681226,9.282011032104492,0.7730672359466553,0.6329113924050633,0.9156118143459916,0.9704641350210971,8,32,2,2,15,gcn,gru,64,0.001,1000,sort,2024-01-09 23:18:55,False
RankPETA,order,pnn_idx,12.001382748092444,9.271683692932129,0.7720231413841248,0.6582278481012658,0.919831223628692,0.9746835443037974,8,32,2,2,32,gcn,gru,64,0.001,1000,sort,2024-01-09 23:33:55,False
RankPETA,order,pnn_idx,13.300281057041202,10.314040184020996,0.8787845373153687,0.5949367088607594,0.8860759493670886,0.9704641350210971,8,32,2,2,20,gcn,gru,64,0.001,1000,sort,2024-01-09 23:43:33,False
RankPETA,order,pnn_idx,12.331718820282111,9.609436988830566,0.7974892258644104,0.6244725738396625,0.919831223628692,0.9662447257383966,8,32,2,2,27,gcn,tft,64,0.001,1000,sort,2024-01-10 00:34:20,False
RankPETA,order,pnn_idx,12.26029940116676,9.503215789794922,0.7315117120742798,0.6455696202531646,0.9113924050632911,0.9746835443037974,8,32,2,2,41,gcn,tft,64,0.001,1000,sort,2024-01-10 01:50:49,False
RankPETA,order,pnn_idx,12.096104749962706,9.169410705566406,0.793331503868103,0.6666666666666666,0.9113924050632911,0.9746835443037974,8,32,2,2,38,gcn,tft,64,0.001,1000,sort,2024-01-10 03:01:13,False
RankPETA,order,pnn_idx,11.3601057192759,8.889050483703613,0.7778910994529724,0.6624472573839663,0.9156118143459916,0.9789029535864979,8,32,2,2,38,gcn,tft,64,0.001,1000,sort,2024-01-10 04:12:19,False
RankPETA,order,pnn_idx,11.62709535152596,9.117338180541992,0.7340390086174011,0.6751054852320675,0.9113924050632911,0.9789029535864979,8,32,2,2,43,gcn,tft,64,0.001,1000,sort,2024-01-10 05:32:35,False
RankPETA,order,pnn_idx,12.382694202904966,9.436334609985352,0.7749739289283752,0.6160337552742616,0.919831223628692,0.9704641350210971,8,32,2,2,41,gatv2,tft,64,0.001,1000,sort,2024-01-10 06:50:49,False
RankPETA,order,pnn_idx,12.834179804905666,9.713800430297852,0.7714568972587585,0.6329113924050633,0.8945147679324894,0.9704641350210971,8,32,2,2,26,gatv2,tft,64,0.001,1000,sort,2024-01-10 07:41:28,False
RankPETA,order,pnn_idx,11.721747012597728,9.125676155090332,0.6967989206314087,0.6286919831223629,0.9324894514767933,0.9746835443037974,8,32,2,2,51,gatv2,tft,64,0.001,1000,sort,2024-01-10 09:19:09,False
RankPETA,order,pnn_idx,11.19188753328129,8.819273948669434,0.7415705919265747,0.6540084388185654,0.9409282700421941,0.9789029535864979,8,32,2,2,49,gatv2,tft,64,0.001,1000,sort,2024-01-10 10:52:45,False
RankPETA,order,pnn_idx,13.02345858951502,10.390745162963867,0.8974277973175049,0.540084388185654,0.8776371308016878,0.9704641350210971,8,32,2,2,26,gatv2,tft,64,0.001,1000,sort,2024-01-10 11:43:02,False
RankPETA,order,pnn_idx,12.766828613316498,9.95008659362793,0.9054681658744812,0.5907172995780591,0.890295358649789,0.9746835443037974,8,32,2,2,27,gatv2,gru,64,0.001,1000,sort,2024-01-10 11:57:04,False
RankPETA,order,pnn_idx,12.326422396093445,9.522417068481445,0.8081852793693542,0.6075949367088608,0.8945147679324894,0.9831223628691983,8,32,2,2,35,gatv2,gru,64,0.001,1000,sort,2024-01-10 12:14:58,False
RankPETA,order,pnn_idx,11.293096435416171,8.616147994995117,0.7017792463302612,0.6962025316455697,0.9240506329113924,0.9746835443037974,8,32,2,2,23,gatv2,gru,64,0.001,1000,sort,2024-01-10 12:27:00,False
RankPETA,order,pnn_idx,11.684339452966455,9.021674156188965,0.8063248991966248,0.6329113924050633,0.9156118143459916,0.9789029535864979,8,32,2,2,43,gatv2,gru,64,0.001,1000,sort,2024-01-10 12:48:58,False
RankPETA,order,pnn_idx,14.306674088058134,11.333317756652832,0.9506627321243286,0.48945147679324896,0.8438818565400844,0.9704641350210971,8,32,2,2,34,gatv2,gru,64,0.001,1000,sort,2024-01-10 13:06:31,False
